case_number,service_type,opened_date_time,support_plan,account_type,severity,technology_level_1,technology_level_2,technology_level_3,assignment_group,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,case_origination_day,case_origination_time,severity_change,age_of_account_days,life_time_invoice_usd,recurring_invoice_usd,case_duration_days,country
cs0002288,,4/25/2018,standard,subscription,2,,level_2_24,level_3_126,group_12,0,4,9990.5496,39560.7,source_11,customer,weekday,prime_time,no,863.0831177,51880.07,3450.52,559.4108492,germany
cs0002289,technical,10/21/2019,basic,payg,4,level_1_3,level_2_15,level_3_137,group_4,1,2,3239.883,1989.7665,source_3,customer,weekday,prime_time,no,,0,,15.55839549,united states of america
cs0002290,,1/25/2018,free,payg,4,,level_2_4,level_3_125,group_12,0,1,127165.533,127165.533,source_11,customer,weekday,non_prime_time,no,,0,,649.9982797,kazakhstan
cs0002291,non technical,8/9/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,2158.8828,1079.5416,source_5,employee,weekday,prime_time,no,1826.083118,7054.81,205.2,88.2847728,uruguay
cs0002292,non technical,8/2/2019,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,4,30401.5998,7600.4166,source_5,employee,weekday,prime_time,no,3992.083118,30707.84,535.84,95.64220336,norway
cs0002293,technical,11/30/2018,basic,payg,4,level_1_9,level_2_11,level_3_137,group_9,0,1,36.8664,36.8664,source_5,employee,weekday,prime_time,no,5479.083118,14034.39,122,340.1127242,united states of america
cs0002294,technical,12/5/2018,free,payg,4,level_1_2,level_2_2,level_3_131,group_3,1,8,8280.033,1710.4041,source_3,customer,weekday,non_prime_time,no,,0,,335.9164163,united states of america
cs0002295,non technical,8/29/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,2,11755.5828,6452.8083,source_11,customer,weekday,prime_time,no,,,,433.7044372,germany
cs0002296,technical,1/30/2019,free,lite,4,level_1_5,level_2_6,level_3_137,group_6,0,1,16.8162,16.8162,source_1,customer,weekday,prime_time,no,,,,279.6582334,india
cs0002297,technical,1/14/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,0,3,60.0666,968.5276,source_1,customer,weekday,prime_time,no,,,,295.750583,russian federation
cs0002298,non technical,3/18/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,205.233,205.233,source_1,customer,weekday,prime_time,no,,0,,232.1835112,germany
cs0002299,technical,9/15/2019,free,lite,4,level_1_4,level_2_9,level_3_51,group_5,1,1,2727.1164,2727.1164,source_3,customer,weekend,non_prime_time,no,,,,52.07479595,united states of america
cs0002300,technical,9/15/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,2,482.7,241.35,source_3,customer,weekend,non_prime_time,no,,,,51.9441478,india
cs0002301,non technical,9/12/2019,standard,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,149.0166,149.0166,source_10,customer,weekday,non_prime_time,no,,,,54.80787465,unspecified
cs0002302,non technical,3/13/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,10126.7166,5063.3583,source_1,customer,weekday,prime_time,no,,0,,237.3317172,united states of america
cs0002303,non technical,8/16/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,2,18742.2996,9371.6583,source_11,customer,weekday,non_prime_time,no,,416.56,,447.0768793,united states of america
cs0002304,non technical,5/9/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,4,6,34.8498,8021.6027,source_3,customer,weekday,prime_time,no,,0,,180.7879441,united states of america
cs0002305,technical,6/14/2018,standard,payg,2,level_1_4,level_2_24,level_3_59,group_5,2,9,208.7664,2126.2796,source_1,employee,weekday,prime_time,no,,55.24,,509.6142635,united states of america
cs0002306,technical,7/26/2019,free,lite,4,level_1_4,level_2_3,level_3_51,group_5,0,1,10.6998,10.6998,source_3,customer,weekday,prime_time,no,,,,102.374576,united kingdom
cs0002307,technical,7/11/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,4,13.5162,380.78745,source_3,customer,weekday,prime_time,no,,,,117.3778862,brazil
cs0002308,technical,10/24/2018,basic,payg,4,level_1_2,level_2_24,level_3_88,group_3,0,4,95.55,12993.49575,source_11,customer,weekday,prime_time,no,,-0.03,,377.5103052,portugal
cs0002309,,11/13/2017,free,lite,4,,level_2_18,level_3_79,group_12,0,,0,0,source_11,customer,weekday,prime_time,no,,,,722.648164,united kingdom
cs0002310,non technical,12/11/2017,standard,subscription,2,level_1_7,level_2_24,level_3_23,group_13,1,17,6.5664,4821.033318,source_11,customer,weekday,prime_time,yes,,0,,694.3886154,mexico
cs0002311,non technical,5/6/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,3660.9828,3660.9828,source_3,customer,weekday,prime_time,no,,63.6,,183.3441594,chile
cs0002312,technical,6/25/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,2,202.2498,101.6082,source_5,employee,weekday,prime_time,no,2764.083118,1860,0,133.6701084,united states of america
cs0002313,technical,2/18/2019,basic,payg,3,level_1_9,level_2_11,level_3_137,group_9,0,32,15.4164,1438.998956,source_5,customer,weekday,prime_time,no,1364.083118,19247287.46,267940.8,260.7037543,united states of america
cs0002314,,9/2/2018,free,lite,4,,level_2_24,level_3_137,group_30,1,6,3351.2832,1035.3861,source_1,employee,weekend,prime_time,no,,,,429.564958,switzerland
cs0002315,,6/12/2018,free,lite,4,,level_2_18,level_3_62,group_12,2,2,53.733,106.7583,source_1,employee,weekday,non_prime_time,no,,,,511.9339973,netherlands
cs0002316,non technical,5/28/2018,standard,payg,2,level_1_7,level_2_20,level_3_23,group_13,0,4,31.4832,324.4458,source_10,customer,weekday,prime_time,no,,,,526.4945297,unspecified
cs0002317,non technical,3/12/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,3,0.0666,0.6722,source_5,employee,weekday,prime_time,no,915.0831177,6.42,0,238.6545182,colombia
cs0002318,technical,1/13/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,4,1.9998,321.3999,source_1,customer,weekend,prime_time,no,,,,296.3290552,croatia
cs0002319,non technical,12/21/2018,standard,subscription,2,level_1_7,level_2_20,level_3_23,group_13,0,2,4134.183,11731.6332,source_1,customer,weekday,prime_time,yes,,0,,319.3576779,"china, hong kong sar"
cs0002320,non technical,3/28/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,201805.5162,100902.7581,source_11,customer,weekday,non_prime_time,no,1101.083118,4.39,0,588.0461733,uruguay
cs0002321,non technical,11/16/2017,free,lite,4,level_1_7,level_2_20,level_3_137,group_13,0,,0,0,source_11,customer,weekday,prime_time,no,,,,719.3301663,romania
cs0002322,non technical,9/2/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,3,24665.1996,11031.8554,source_3,customer,weekday,prime_time,no,,,,64.58002743,netherlands
cs0002323,,7/9/2018,basic,payg,4,,level_2_11,level_3_43,group_12,0,2,36.2664,18.5331,source_5,employee,weekday,prime_time,no,,1032.78,,484.6955598,japan
cs0002324,technical,8/28/2019,standard,subscription,2,level_1_2,level_2_2,level_3_49,group_3,0,4,3.9828,507.2541,source_3,customer,weekday,prime_time,no,798.0831177,0,0,69.08448345,spain
cs0002325,technical,2/11/2019,basic,payg,4,level_1_2,level_2_2,level_3_131,group_3,1,4,935.4666,538.99575,source_3,customer,weekday,non_prime_time,no,,883.43,,267.8618446,mexico
cs0002326,technical,8/29/2019,basic,payg,4,level_1_8,level_2_11,level_3_137,group_8,1,3,0.0498,34.6166,source_5,employee,weekday,prime_time,no,,10465.8,,68.47141632,united states of america
cs0002327,technical,8/13/2019,basic,payg,3,level_1_3,level_2_11,level_3_137,group_4,0,9,65.6166,17.37773333,source_5,customer,weekday,prime_time,yes,4572.083118,316880.59,6869.72,84.45775891,italy
cs0002328,non technical,12/17/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,23460.4164,25513.5666,source_1,customer,weekday,prime_time,no,,0,,323.2723885,united states of america
cs0002329,non technical,12/7/2018,standard,subscription,2,level_1_7,level_2_11,level_3_137,group_13,0,3,0.1332,1904.2444,source_5,employee,weekday,prime_time,no,,0,,333.2817983,united kingdom
cs0002330,non technical,11/11/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,2,356.4498,308.8416,source_10,customer,weekend,prime_time,no,,,,359.2682103,unspecified
cs0002331,technical,10/10/2018,free,lite,4,level_1_2,level_2_24,level_3_49,group_3,1,1,296.3664,296.3664,source_1,employee,weekday,prime_time,no,,,,391.362458,mexico
cs0002332,non technical,10/10/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,830.583,830.583,source_3,customer,weekday,prime_time,no,,26.87,,26.4903978,united states of america
cs0002333,non technical,9/30/2019,free,lite,4,level_1_7,level_2_20,level_3_137,group_13,0,1,2367.15,2367.15,source_10,customer,weekday,prime_time,no,,,,36.72698345,germany
cs0002334,technical,5/29/2019,basic,payg,4,level_1_8,level_2_20,level_3_76,group_8,1,10,130.6998,1416.57162,source_3,customer,weekday,prime_time,no,1006.083118,32154.63,1454.6,160.1713237,united states of america
cs0002335,,10/9/2018,premium,subscription,2,,level_2_24,level_3_82,group_12,4,23,28.0164,437.0833304,source_5,employee,weekday,prime_time,yes,798.0831177,56001.48,722.82,392.107701,united states of america
cs0002336,technical,5/17/2019,free,lite,4,level_1_2,level_2_2,level_3_88,group_3,1,5,4445.85,1678.85664,source_3,customer,weekday,prime_time,no,,,,172.3828978,romania
cs0002337,non technical,1/25/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,8069.0328,8069.0328,source_5,employee,weekday,non_prime_time,no,,0,,284.9500853,japan
cs0002338,,1/24/2018,standard,subscription,2,,level_2_24,level_3_46,group_12,0,2,478.383,576.6915,source_1,employee,weekday,prime_time,no,,,,650.7105598,japan
cs0002339,non technical,7/26/2018,standard,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,5,272.4666,65.14656,source_10,customer,weekday,prime_time,no,,,,467.7346571,unspecified
cs0002340,,10/19/2018,basic,payg,4,,level_2_11,level_3_137,group_12,0,4,0.1332,5073.5208,source_5,employee,weekday,prime_time,no,,0,,382.4982219,united states of america
cs0002341,,7/9/2018,premium,subscription,3,,level_2_18,level_3_110,group_12,0,3,120.9,3323.2222,source_11,customer,weekday,prime_time,no,,0,,484.4461501,canada
cs0002342,technical,10/2/2019,basic,payg,4,level_1_4,level_2_9,level_3_54,group_5,0,3,1061.4498,3956.211,source_3,customer,weekday,non_prime_time,no,,0,,34.95699502,united states of america
cs0002343,non technical,12/4/2017,basic,payg,4,level_1_7,level_2_20,level_3_79,group_13,0,2,185864.733,93599.0583,source_11,customer,weekday,prime_time,no,,0,,701.7554441,japan
cs0002344,technical,10/21/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,,0,0,source_5,employee,weekday,prime_time,no,2764.083118,2659.99,0,15.47803669,united states of america
cs0002345,technical,10/23/2019,basic,payg,1,level_1_3,level_2_7,level_3_137,group_4,0,2,51.9498,39.5583,source_3,customer,weekday,prime_time,yes,5222.083118,549314.7,11055.18,13.70311771,united states of america
cs0002346,non technical,6/5/2018,standard,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,1181.7162,1181.7162,source_10,customer,weekday,non_prime_time,no,,,,518.9035575,unspecified
cs0002347,non technical,12/22/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,214.2996,214.2996,source_5,employee,weekend,prime_time,no,3630.083118,22990.5,474.99,318.7790668,united states of america
cs0002348,,9/5/2018,standard,payg,4,,level_2_4,level_3_43,group_12,0,5,432.4998,7590.01656,source_5,employee,weekday,prime_time,no,1147.083118,392822.43,11827.62,426.430664,united states of america
cs0002349,technical,9/26/2019,free,lite,4,level_1_4,level_2_6,level_3_51,group_5,0,1,97.3998,97.3998,source_3,customer,weekday,prime_time,no,,,,40.47824502,united states of america
cs0002350,technical,10/17/2019,standard,payg,1,level_1_4,level_2_9,level_3_54,group_5,0,2,3.7662,30.3249,source_3,customer,weekday,prime_time,no,,23945.84,,19.16083761,united states of america
cs0002351,non technical,9/30/2018,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,1,9,0.183,3518.781467,source_5,employee,weekend,prime_time,no,,0,,401.1052589,other non-specified areas
cs0002352,technical,6/13/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,0,4,421.9332,1519.77915,source_3,customer,weekday,prime_time,no,,,,145.5358608,united kingdom
cs0002353,technical,12/29/2018,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,0,1,1048.8162,1048.8162,source_3,customer,weekend,prime_time,no,,,,311.3174696,nigeria
cs0002354,non technical,3/27/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,3,2472.183,10520.3332,source_5,customer,weekday,prime_time,no,4682.083118,17190,,223.675201,austria
cs0002355,non technical,6/8/2018,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,4484.4666,4484.4666,source_11,customer,weekday,prime_time,no,,0,,515.5916362,switzerland
cs0002356,non technical,4/7/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,7,9717.4662,5663.7,source_3,customer,weekend,prime_time,no,1559.083118,2461.79,47.3,212.7451432,italy
cs0002357,,9/4/2019,basic,payg,4,,level_2_11,level_3_137,group_17,0,5,70.083,259.74,source_5,employee,weekday,prime_time,no,,3640.04,,62.5309765,united states of america
cs0002358,technical,10/18/2019,basic,payg,4,level_1_2,level_2_2,level_3_59,group_3,0,16,46.4496,471.380175,source_3,customer,weekday,prime_time,no,,0,,18.77338391,spain
cs0002359,non technical,8/10/2019,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,1,0.0666,0.0666,source_5,employee,weekend,prime_time,no,,0,,87.26759687,spain
cs0002360,technical,6/28/2019,basic,payg,4,level_1_2,level_2_2,level_3_77,group_3,0,3,94.2828,245.9222,source_3,customer,weekday,non_prime_time,no,,,,130.8700853,ecuador
cs0002361,non technical,10/22/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,3,178.3164,1446.6332,source_10,customer,weekday,prime_time,no,,,,379.645583,unspecified
cs0002362,,4/22/2018,basic,payg,4,,level_2_24,level_3_107,group_12,0,3,1436.3328,491.9444,source_11,customer,weekend,prime_time,no,896.0831177,-48.56,0,562.4576316,thailand
cs0002363,non technical,2/23/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,0.0666,0.0666,source_5,employee,weekend,prime_time,no,,0,,255.2115089,united states of america
cs0002364,non technical,9/18/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,61.0332,61.0332,source_10,customer,weekday,prime_time,no,,,,48.69384687,unspecified
cs0002365,non technical,6/30/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,2,6790.3662,3397.0749,source_3,customer,weekend,prime_time,no,,,,128.5990321,lithuania
cs0002366,technical,6/7/2018,standard,subscription,3,level_1_5,level_2_24,level_3_80,group_6,1,10,147.8328,35151.65832,source_11,customer,weekday,prime_time,no,,0,,516.1987774,united states of america
cs0002367,technical,6/13/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,2,238.1832,301.0749,source_3,customer,weekday,prime_time,no,,,,145.6137427,netherlands
cs0002368,non technical,3/6/2019,standard,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,3,1620.8664,14446.1054,source_6,employee,weekday,prime_time,no,,0,,244.6487659,denmark
cs0002369,,12/4/2017,free,lite,4,,level_2_18,level_3_137,group_12,0,4,324951.5496,96067.62495,source_11,customer,weekday,prime_time,no,,,,701.2587196,india
cs0002370,non technical,9/17/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,280.7664,280.7664,source_3,customer,weekday,prime_time,no,,0.01,,49.38429826,spain
cs0002371,technical,7/3/2019,basic,payg,4,level_1_4,level_2_9,level_3_54,group_5,1,4,2766.5496,8096.5749,source_3,customer,weekday,prime_time,no,,0,,125.7608492,australia
cs0002372,non technical,9/30/2019,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,2,0.0498,0.825,source_5,employee,weekday,prime_time,no,,286263.12,,36.32525891,united states of america
cs0002373,,4/30/2018,basic,payg,4,,level_2_20,level_3_46,group_12,1,2,18.783,4899.9915,source_11,customer,weekday,prime_time,no,,527439.88,,554.5416941,united kingdom
cs0002374,technical,9/22/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,0,4,286.683,1043.3082,source_3,customer,weekend,prime_time,no,,,,44.2832566,argentina
cs0002375,,5/17/2018,standard,subscription,2,,level_2_24,level_3_131,group_30,0,13,8.3832,836.1666462,source_11,customer,weekday,prime_time,yes,798.0831177,0,0,537.2201663,united states of america
cs0002376,,7/24/2018,standard,payg,4,,level_2_18,level_3_43,group_12,0,10,0.0666,3068.62332,source_5,employee,weekday,prime_time,no,1282.083118,1217979.58,36337.81,469.3656987,canada
cs0002377,non technical,9/26/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,1,1084.6662,1084.6662,source_10,customer,weekday,prime_time,no,,,,405.3188584,unspecified
cs0002378,non technical,12/20/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,2,6705.7662,10296.0249,source_5,customer,weekday,prime_time,no,1304.083118,41473.79,0,320.2341247,united states of america
cs0002379,technical,3/21/2018,standard,subscription,3,level_1_4,level_2_24,level_3_37,group_5,0,3,403.083,2457.1222,source_11,customer,weekday,prime_time,no,,48424.53,,594.2531061,chile
cs0002380,technical,4/1/2019,standard,subscription,2,level_1_5,level_2_22,level_3_43,group_6,1,10,11.6328,158.37666,source_1,customer,weekday,prime_time,yes,,0,,218.4280483,united states of america
cs0002381,technical,8/25/2019,standard,subscription,1,level_1_3,level_2_7,level_3_137,group_4,0,2,3.6666,6.2499,source_3,customer,weekend,prime_time,no,,4238.55,,72.57081447,brazil
cs0002382,technical,9/10/2018,standard,subscription,3,level_1_4,level_2_18,level_3_50,group_5,0,2,50.9496,57.6666,source_11,customer,weekday,prime_time,no,,,,421.5318098,united states of america
cs0002383,non technical,3/11/2019,basic,payg,3,level_1_7,level_2_20,level_3_23,group_13,1,8,219.8166,5056.43535,source_5,employee,weekday,prime_time,yes,1720.083118,53011.22,981.77,239.4204325,united kingdom
cs0002384,technical,2/20/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,2,41.3496,20.6748,source_3,customer,weekday,prime_time,no,,,,258.5715089,india
cs0002385,non technical,1/31/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,38.0496,38.0496,source_10,customer,weekday,prime_time,no,,,,278.7296918,unspecified
cs0002386,technical,3/30/2019,basic,payg,4,level_1_6,level_2_11,level_3_137,group_7,0,3,45.3162,91.6276,source_5,customer,weekend,prime_time,no,1559.083118,322461.76,8779.8,220.5118793,united states of america
cs0002387,non technical,2/27/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,4,7579.833,7712.7333,source_3,customer,weekday,prime_time,no,5560.083118,4029,79,251.7110807,united states of america
cs0002388,,9/4/2018,free,lite,4,,level_2_24,level_3_137,group_30,1,7,524.3832,1471.9404,source_1,employee,weekday,prime_time,no,,,,427.5621802,brazil
cs0002389,non technical,4/12/2019,standard,subscription,3,level_1_7,level_2_20,level_3_23,group_13,1,6,0.0666,3243.95,source_5,employee,weekday,prime_time,no,798.0831177,0,0,207.4611617,united kingdom
cs0002390,technical,4/2/2019,free,lite,4,level_1_2,level_2_2,level_3_88,group_3,0,2,249.5832,879.0249,source_3,customer,weekday,prime_time,no,,,,217.5183492,spain
cs0002391,,3/1/2018,free,lite,4,,level_2_24,level_3_49,group_30,0,4,253.6662,1812.83325,source_1,employee,weekday,prime_time,no,,,,614.7596223,germany
cs0002392,technical,8/27/2019,free,payg,4,level_1_5,level_2_19,level_3_19,group_6,0,8,101.4498,3929.970825,source_3,customer,weekday,non_prime_time,no,,0,,70.84400891,japan
cs0002393,technical,11/2/2018,free,lite,4,level_1_2,level_2_18,level_3_49,group_3,0,16,798.2328,2907.23955,source_11,customer,weekday,non_prime_time,no,,,,368.8441247,mexico
cs0002394,technical,8/7/2018,free,lite,4,level_1_5,level_2_18,level_3_137,group_6,1,2,134494.7166,75127.8999,source_1,employee,weekday,prime_time,no,,,,455.52762,united states of america
cs0002395,non technical,6/27/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,123696.5664,123696.5664,source_1,employee,weekday,prime_time,no,,,,496.6328284,italy
cs0002396,non technical,6/5/2018,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,2.7996,2.7996,source_10,customer,weekday,non_prime_time,no,,,,519.0057219,unspecified
cs0002397,non technical,2/21/2019,basic,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,2,730.8666,903.5583,source_3,customer,weekday,non_prime_time,no,,0,,257.8172497,united kingdom
cs0002398,non technical,7/13/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,2,18282.3996,14669.7666,source_3,customer,weekend,prime_time,no,,0,,115.6587427,united kingdom
cs0002399,technical,7/18/2019,basic,payg,4,level_1_1,level_2_13,level_3_85,group_2,0,5,9.75,1193.24664,source_3,customer,weekday,prime_time,no,,0,,110.5370413,italy
cs0002400,non technical,12/13/2018,standard,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,1,61.6164,61.6164,source_1,customer,weekday,prime_time,no,,208602.67,,327.7731409,france
cs0002401,technical,6/5/2019,basic,payg,4,level_1_3,level_2_7,level_3_137,group_4,0,2,31.0998,571.8333,source_3,customer,weekday,prime_time,no,3059.083118,66422.96,1501.57,153.2350043,chile
cs0002402,non technical,2/26/2018,free,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,1157.883,1157.883,source_11,customer,weekday,prime_time,no,,0,,617.7424464,australia
cs0002403,non technical,1/16/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,1015.083,548.1915,source_10,customer,weekday,prime_time,no,,,,293.2956293,unspecified
cs0002404,non technical,8/7/2018,standard,payg,2,level_1_7,level_2_20,level_3_23,group_13,1,4,8.4162,2060.775,source_10,customer,weekday,prime_time,yes,,,,455.5486154,unspecified
cs0002405,,8/27/2018,basic,payg,4,,level_2_11,level_3_84,group_12,0,11,11192.1498,1929.704509,source_5,employee,weekday,prime_time,no,2100.083118,25993.58,245.3,435.7565436,japan
cs0002406,technical,5/9/2019,basic,payg,4,level_1_8,level_2_11,level_3_137,group_8,0,6,8687.9832,3024.0861,source_5,customer,weekday,non_prime_time,no,1423.083118,2566300.57,264.69,180.9055251,australia
cs0002407,non technical,6/17/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,2,719.7666,360.8748,source_10,customer,weekday,prime_time,no,,,,141.5382103,egypt
cs0002408,non technical,5/11/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,48913.533,24461.8998,source_3,customer,weekend,non_prime_time,no,,0,,179.0118677,canada
cs0002409,non technical,12/24/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,19.35,35.3082,source_3,customer,weekday,prime_time,no,,,,316.2883608,canada
cs0002410,technical,9/18/2019,free,lite,4,level_1_4,level_2_6,level_3_51,group_5,0,1,14.1996,14.1996,source_3,customer,weekday,prime_time,no,,,,48.58877743,russian federation
cs0002411,technical,1/20/2019,basic,payg,4,level_1_5,level_2_6,level_3_79,group_6,0,11,477.0498,3061.227273,source_1,customer,weekend,prime_time,no,896.0831177,-48.56,0,289.336289,thailand
cs0002412,,10/4/2018,basic,payg,4,,level_2_11,level_3_16,group_12,5,1,7563.2496,7563.2496,source_5,employee,weekday,prime_time,no,,18715.06,,397.7013006,india
cs0002413,technical,9/18/2019,free,lite,4,level_1_2,level_2_2,level_3_131,group_3,0,2,12.5328,6.2664,source_3,customer,weekday,prime_time,no,,,,48.64907836,germany
cs0002414,non technical,10/17/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,4,698.4498,430.2333,source_10,customer,weekday,non_prime_time,no,,,,384.9879094,unspecified
cs0002415,non technical,11/5/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,743.1,1072.9083,source_1,employee,weekday,prime_time,no,,0,,365.1568214,italy
cs0002416,technical,3/22/2019,basic,payg,4,level_1_2,level_2_2,level_3_49,group_3,0,8,365.433,1347.5979,source_1,customer,weekday,prime_time,no,,2.19,,228.6961038,other non-specified areas
cs0002417,technical,11/27/2018,premium,subscription,4,level_1_2,level_2_11,level_3_49,group_3,1,8,0.15,1333.583325,source_5,employee,weekday,prime_time,no,798.0831177,0,,343.5627473,germany
cs0002418,non technical,6/5/2018,standard,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,3.4164,3.4164,source_10,customer,weekday,non_prime_time,no,,,,519.0050506,unspecified
cs0002419,technical,12/18/2018,free,lite,4,level_1_1,level_2_13,level_3_85,group_2,0,4,258.15,72.04575,source_3,customer,weekday,non_prime_time,no,,,,322.8548075,south africa
cs0002420,technical,6/8/2019,basic,payg,4,level_1_10,level_2_28,level_3_137,group_10,0,1,99.3828,99.3828,source_3,customer,weekend,non_prime_time,no,,1852.96,,150.8163584,bolivia (plurinational state of)
cs0002421,technical,2/19/2019,basic,payg,4,,level_2_11,level_3_137,group_20,0,11,0.0828,275.2514727,source_5,employee,weekday,prime_time,no,1697.083118,658667.03,8099.85,259.7910112,japan
cs0002422,technical,1/21/2019,basic,payg,4,level_1_2,level_2_2,level_3_100,group_3,0,2,35.3166,96.9999,source_3,customer,weekday,prime_time,no,,0,,288.4984186,brazil
cs0002423,technical,7/5/2019,premium,subscription,3,level_1_2,level_2_2,level_3_59,group_3,0,4,42.4998,33.90405,source_3,customer,weekday,non_prime_time,no,,0,,123.8329672,australia
cs0002424,technical,11/2/2018,free,lite,4,level_1_1,level_2_18,level_3_125,group_2,0,4,42.0666,91.9125,source_11,customer,weekday,prime_time,no,,,,368.6706061,ireland
cs0002425,technical,5/30/2019,basic,payg,4,level_1_8,level_2_11,level_3_137,group_8,0,1,1962.633,1962.633,source_5,customer,weekday,non_prime_time,no,3547.083118,65149.79,1406.24,159.941289,thailand
cs0002426,technical,8/21/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,1,2,338.9664,762.1416,source_3,customer,weekday,prime_time,no,,,,76.76518947,netherlands
cs0002427,,8/3/2018,basic,payg,4,,level_2_24,level_3_131,group_30,0,3,22.4496,1403.9276,source_1,employee,weekday,prime_time,no,,0,,459.3344256,united states of america
cs0002428,technical,6/15/2018,basic,payg,4,level_1_4,level_2_11,level_3_29,group_5,2,4,0.0498,46836.4791,source_5,employee,weekday,prime_time,no,,3406.05,,508.3559765,brazil
cs0002429,non technical,4/1/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,3,447.9,671.2332,source_6,employee,weekday,prime_time,no,,,,218.671289,unspecified
cs0002430,technical,12/7/2018,basic,payg,4,level_1_5,level_2_11,level_3_137,group_6,0,,0,0,source_5,employee,weekday,prime_time,no,,,,333.6105598,unspecified
cs0002431,technical,2/22/2019,free,lite,4,level_1_4,level_2_9,level_3_36,group_5,1,5,3.483,3721.99656,source_1,customer,weekday,prime_time,no,,,,256.371752,italy
cs0002432,technical,4/17/2019,basic,subscription,4,level_1_2,level_2_2,level_3_101,group_3,0,7,96.333,987.1094571,source_3,customer,weekday,prime_time,no,,0,,202.4348307,united states of america
cs0002433,non technical,6/24/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,3,33707.5164,14004.7888,source_3,customer,weekday,prime_time,no,3322.083118,479942.62,0,134.4986848,united states of america
