case_id,likelihood_to_recommend,ticket_open_date,support_plan,account_type,sr_severity,technology_level_1,technology_level_2,technology_level_3,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,dayofweek,timewindow,severity_change,age_of_account_days,life_time_spend_usd,monthly_recurring_revenue_usd,ticket_duration_days,tribe_level_1,tribe_level_2,catalog_name,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_last3_conversation,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_last_conversation,anger_last_conversation,disgust_last_conversation,fear_last_conversation,joy_last_conversation,sadness_last_conversation,sentiment_short_description,anger_short_description,disgust_short_description,fear_short_description,joy_short_description,sadness_short_description,sentiment_description,anger_description,disgust_description,fear_description,joy_description,sadness_description,country,geography,region
cs0001746,0,3/14/2019,support_tier_1,account_type_3,4,technical,assignment_group_4,technology_level_3_7,0,3,9,77,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,940,25593,0,236,tribe_level_1_7,tribe_level_2_4,catalog_level_4,0.736475,0.03047,0.021287,0.043577,0.201324,0.535664,0.484533,0.016722,0.008599,0.005721,0.044122,0.115952,0.972799,0.021137,0.013274,0.004148,0.089929,0.066849,0,0.019827,0.025064,0.006846,0.038538,0.084511,-0.882706,0.029557,0.009161,0.063945,0.061278,0.294093,philippines,as,asean
cs0001747,0,3/14/2019,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,2,25145,12577,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,no,,,,237,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brazil,la,latin america
cs0001748,0,3/14/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,0,14,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,,0,,237,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.81353,0.18469,0.012459,0.050094,0.027016,0.227512,-0.81353,0.18469,0.012459,0.050094,0.027016,0.227512,-0.81353,0.18469,0.012459,0.050094,0.027016,0.227512,0,0.164125,0.076794,0.056258,0.027674,0.291166,0.684814,0.101453,0.00797,0.044964,0.29735,0.509116,united kingdom,ep,uk and ireland
cs0001749,0,3/14/2019,support_tier_4,account_type_3,2,technical,assignment_group_2,technology_level_3_17,0,22,15,2099,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,no,,0,,237,tribe_level_1_8,tribe_level_2_2,catalog_level_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001750,0,3/14/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_4,0,4,129,87,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,no,,,,237,tribe_level_1_3,tribe_level_2_2,catalog_level_3,0.418694,0.075256,0.038852,0.08448,0.520458,0.51022,0.418694,0.075256,0.038852,0.08448,0.520458,0.51022,0.281651,0.077591,0.047263,0.098943,0.549463,0.536746,-0.702756,0.031648,0.029122,0.052302,0.761737,0.038512,0,0.019909,0.015536,0.079023,0.077919,0.267577,india,as,india-south asia
cs0001751,1,3/14/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_3,0,3,85,514,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,237,tribe_level_1_2,tribe_level_2_3,catalog_level_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,netherlands,ep,benelux
cs0001752,0,3/13/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,10127,5063,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,no,,0,,237,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001753,0,3/13/2019,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,4,18708,7187,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,237,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweden,ep,nordic
cs0001754,0,3/13/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,11090,11090,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,1163,84510,0,238,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,netherlands,ep,benelux
cs0001755,0,3/13/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,3,0,759,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,,0,,238,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,germany,ep,"dach germany,austria,switz"
cs0001756,1,3/13/2019,support_tier_1,account_type_2,4,technical,assignment_group_5,technology_level_3_22,2,3,7827,4584,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,0,,238,tribe_level_1_6,tribe_level_2_3,catalog_level_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001757,0,3/13/2019,support_tier_3,account_type_3,4,customer support,assignment_group_1,technology_level_3_2,0,2,3438,9634,case_origination_source_3,case_origination_user_type_1,weekday,non_prime_time,no,,620,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001758,1,3/12/2019,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_16,0,,0,0,case_origination_source_3,case_origination_user_type_2,weekday,non_prime_time,no,,,,238,tribe_level_1_13,tribe_level_2_8,catalog_level_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brazil,la,latin america
cs0001759,0,3/12/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,3,0,1,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,915,6,0,239,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.274488,0.037438,0.00298,0.008171,0.040099,0.02558,0.274488,0.037438,0.00298,0.008171,0.040099,0.02558,0.274488,0.037438,0.00298,0.008171,0.040099,0.02558,0,0.212054,0.073157,0.102199,0.04858,0.199882,,,,,,,colombia,la,latin america
cs0001760,0,3/12/2019,support_tier_1,account_type_2,4,technical,assignment_group_8,technology_level_3_2,0,1,60,60,case_origination_source_2,case_origination_user_type_1,weekday,prime_time,no,1632,1344592,44888,239,,,,0.74072,0.006503,0.000377,0.008616,0.400758,0.02462,0.74072,0.006503,0.000377,0.008616,0.400758,0.02462,0.74072,0.006503,0.000377,0.008616,0.400758,0.02462,0,0,0,0,0,0,0.839898,0.049861,0.031828,0.070886,0.538642,0.104715,afghanistan,ea,middle east and africa
cs0001761,0,3/12/2019,support_tier_1,account_type_2,4,technical,assignment_group_8,technology_level_3_2,0,5,20,46,case_origination_source_2,case_origination_user_type_1,weekday,non_prime_time,no,3975,172947,3528,239,,,,0,0.075248,0.022992,0.267918,0.319299,0.299664,0,0.075248,0.022992,0.267918,0.319299,0.299664,0,0.075248,0.022992,0.267918,0.319299,0.299664,0,0.011173,0.036091,0.009426,0.07147,0.092709,-0.935597,0.10383,0.05616,0.017255,0.044801,0.308256,australia,as,australia-new zealand
cs0001762,0,3/12/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,12,12958,8330,case_origination_source_2,case_origination_user_type_1,weekday,non_prime_time,no,,1602,,239,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.951688,0.011685,0.003704,0.000957,0.032589,0.002894,0.951688,0.011685,0.003704,0.000957,0.032589,0.002894,0,0.019616,0.014437,0.005524,0.047722,0.007029,0,0.00877,0.009005,0.016327,0.032284,0.016389,0,0.03604,0.013937,0.035741,0.06774,0.11881,united states of america,am,us
cs0001763,1,3/12/2019,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,1,314,314,case_origination_source_4,case_origination_user_type_1,weekday,non_prime_time,no,,,,239,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japan,jn,japan
cs0001764,1,3/11/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,2685,2685,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,239,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001765,0,3/11/2019,support_tier_4,account_type_3,4,technical,assignment_group_5,technology_level_3_29,1,4,1,2499,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,yes,,64,,239,tribe_level_1_6,tribe_level_2_3,catalog_level_21,-0.842367,0.141086,0.069158,0.085702,0.005878,0.280384,-0.842367,0.141086,0.069158,0.085702,0.005878,0.280384,-0.859346,0.074613,0.034373,0.070311,0.007553,0.242679,0,0.04466,0.023378,0.01535,0.251837,0.308132,0,0.030797,0.002369,0.01233,0.04094,0.106254,australia,as,australia-new zealand
cs0001766,0,3/11/2019,support_tier_1,account_type_2,3,customer support,assignment_group_1,technology_level_3_1,1,8,220,5056,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,yes,1720,53011,982,239,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.408002,0.089681,0.031359,0.078643,0.557713,0.091357,-0.457912,0.110294,0.037635,0.101111,0.093869,0.108144,0,0.103933,0.095551,0.085322,0.212427,0.086174,0,0.114891,0.040881,0.077756,0.041239,0.281551,,,,,,,united kingdom,ep,uk and ireland
cs0001767,0,3/11/2019,support_tier_2,account_type_1,4,technical,assignment_group_4,technology_level_3_27,1,3,19309,10765,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,240,tribe_level_1_17,tribe_level_2_4,catalog_level_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,germany,ep,"dach germany,austria,switz"
cs0001768,0,3/11/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,1648,1648,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,240,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brazil,la,latin america
cs0001769,0,3/11/2019,support_tier_3,account_type_2,1,technical,assignment_group_10,technology_level_3_38,0,3,10,8,case_origination_source_2,case_origination_user_type_1,weekday,prime_time,no,,3147824,,240,tribe_level_1_23,tribe_level_2_5,catalog_level_25,0.99691,0.051701,0.004581,0.002609,0.723886,0.003879,0.99691,0.051701,0.004581,0.002609,0.723886,0.003879,0.99691,0.051701,0.004581,0.002609,0.723886,0.003879,-0.877626,0.116795,0.041855,0.208406,0.018331,0.670599,0,0.064116,0.058188,0.022024,0.025373,0.048389,united states of america,am,us
cs0001770,1,3/11/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_71,1,5,6,156,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,240,tribe_level_1_4,tribe_level_2_2,catalog_level_55,0.482071,0.037388,0.021319,0.037511,0.556326,0.525478,0.482071,0.037388,0.021319,0.037511,0.556326,0.525478,0.482071,0.037388,0.021319,0.037511,0.556326,0.525478,0,0.043931,0.037393,0.03865,0.036502,0.259514,0.606319,0.039809,0.026524,0.012125,0.038002,0.053389,france,ep,france
cs0001771,1,3/11/2019,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_4,0,15,24,1026,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,4,,240,tribe_level_1_3,tribe_level_2_2,catalog_level_3,0.498331,0.052053,0.051309,0.074174,0.587434,0.558991,0.462001,0.044944,0.054215,0.085253,0.54075,0.562288,0.849268,0.040122,0.019531,0.021276,0.327439,0.052748,0,0.052486,0.017004,0.084094,0.33286,0.107515,0,0.059068,0.00368,0.061568,0.168771,0.254701,united states of america,am,us
cs0001773,1,3/10/2019,support_tier_2,account_type_1,4,technical,assignment_group_5,technology_level_3_39,0,3,798,288,case_origination_source_1,case_origination_user_type_1,weekend,prime_time,no,,,,241,tribe_level_1_5,tribe_level_2_5,catalog_level_29,0.474493,0.092014,0.046219,0.092213,0.532505,0.458624,0.271738,0.047781,0.033349,0.142589,0.212628,0.07585,0.660139,0.048201,0.02934,0.152741,0.121336,0.087773,0,0.060864,0.028478,0.059115,0.354251,0.326748,-0.280334,0.034961,0.055768,0.111262,0.6782,0.124538,united states of america,am,us
cs0001774,0,3/10/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,5014,5014,case_origination_source_3,case_origination_user_type_1,weekend,non_prime_time,no,,,,241,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japan,jn,japan
cs0001775,0,3/9/2019,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_2,1,3,0,1504,case_origination_source_2,case_origination_user_type_2,weekend,prime_time,no,,0,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001776,1,3/9/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_2,0,1,59,59,case_origination_source_2,case_origination_user_type_2,weekend,prime_time,no,3257,12747,534,241,,,,0.625244,0.093781,0.029502,0.008848,0.03925,0.052682,0.625244,0.093781,0.029502,0.008848,0.03925,0.052682,0,0.077968,0.04644,0.024988,0.033609,0.260836,0,0.783233,0.050624,0.026683,0.114926,0.053082,,,,,,,mexico,la,latin america
cs0001777,0,3/9/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,5353,5353,case_origination_source_1,case_origination_user_type_1,weekend,prime_time,no,,42,,242,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001778,0,3/9/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,37,37,case_origination_source_1,case_origination_user_type_1,weekend,prime_time,no,4583,10222,,242,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united kingdom,ep,uk and ireland
cs0001779,0,3/8/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_2,0,1,0,0,case_origination_source_2,case_origination_user_type_2,weekday,non_prime_time,no,,0,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,germany,ep,"dach germany,austria,switz"
cs0001780,1,3/8/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_2,0,1,2568,2568,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,-176,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001781,0,3/8/2019,support_tier_4,account_type_3,4,customer support,assignment_group_1,technology_level_3_1,0,4,5619,2201,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,798,0,0,242,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001782,0,3/8/2019,support_tier_4,account_type_3,2,technical,assignment_group_2,technology_level_3_3,0,17,25,1726,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,242,tribe_level_1_2,tribe_level_2_3,catalog_level_2,0.539807,0.055978,0.060322,0.056333,0.65485,0.510553,0.368696,0.043667,0.050161,0.062336,0.651412,0.513589,0.571925,0.020219,0.045275,0.030965,0.088165,0.303254,0,0.11623,0.110388,0.021552,0.116848,0.141951,-0.65715,4.70E-05,0,0.000556,0.023956,0.045817,chile,la,latin america
cs0001783,1,3/8/2019,support_tier_3,account_type_3,4,customer support,assignment_group_1,technology_level_3_21,2,12,4615,2166,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,no,,620,,243,tribe_level_1_15,tribe_level_2_1,catalog_level_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001784,0,3/7/2019,support_tier_4,account_type_3,2,technical,assignment_group_6,technology_level_3_16,0,4,106,1840,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,20211,,243,tribe_level_1_13,tribe_level_2_8,catalog_level_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweden,ep,nordic
cs0001785,0,3/7/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_88,0,1,6968,6968,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,0,,243,tribe_level_1_8,tribe_level_2_2,catalog_level_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brazil,la,latin america
cs0001786,0,3/7/2019,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,,0,0,case_origination_source_3,case_origination_user_type_2,weekday,non_prime_time,no,,,,244,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chile,la,latin america
cs0001787,0,3/7/2019,support_tier_4,account_type_3,2,technical,assignment_group_2,technology_level_3_17,0,1,47,47,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,757,,244,tribe_level_1_8,tribe_level_2_2,catalog_level_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japan,jn,japan
cs0001788,0,3/6/2019,support_tier_4,account_type_3,1,technical,assignment_group_4,technology_level_3_10,0,4,16,31,case_origination_source_4,case_origination_user_type_1,weekday,non_prime_time,no,,608,,244,tribe_level_1_9,tribe_level_2_4,catalog_level_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brazil,la,latin america
cs0001789,0,3/6/2019,support_tier_1,account_type_2,3,technical,assignment_group_8,technology_level_3_2,0,3,0,76,case_origination_source_2,case_origination_user_type_2,weekday,non_prime_time,no,,32383,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,israel,ep,spgi
cs0001790,1,3/6/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_3,0,3,85,2858,case_origination_source_4,case_origination_user_type_1,weekday,non_prime_time,no,,,,244,tribe_level_1_2,tribe_level_2_3,catalog_level_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canada,am,canada
cs0001791,0,3/6/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_3,1,6,18824,4763,case_origination_source_4,case_origination_user_type_1,weekday,non_prime_time,no,,,,244,tribe_level_1_2,tribe_level_2_3,catalog_level_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,germany,ep,"dach germany,austria,switz"
cs0001792,0,3/6/2019,support_tier_4,account_type_3,4,technical,assignment_group_2,technology_level_3_44,0,11,21,4434,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,no,,0,,244,tribe_level_1_4,tribe_level_2_2,catalog_level_33,0.997247,0.05136,0.003061,0.00741,0.848969,0.01419,0.997247,0.05136,0.003061,0.00741,0.848969,0.01419,0.997247,0.05136,0.003061,0.00741,0.848969,0.01419,0,0.364252,0.292249,0.122606,0.00245,0.426263,-0.429109,0.018839,0.001061,0.0092,0.018671,0.231208,united states of america,am,us
cs0001793,0,3/6/2019,support_tier_3,account_type_3,3,technical,assignment_group_3,technology_level_3_2,0,4,11,611,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,,189642,,244,,,,0.961266,0.015516,0.00175,0.005485,0.633471,0.013761,0.961266,0.015516,0.00175,0.005485,0.633471,0.013761,0.961266,0.015516,0.00175,0.005485,0.633471,0.013761,0,0.059841,0.054612,0.164653,0.338149,0.122857,,,,,,,united kingdom,ep,uk and ireland
cs0001794,0,3/6/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_4,1,7,60,1260,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,244,tribe_level_1_3,tribe_level_2_2,catalog_level_3,0.376841,0.081316,0.026247,0.066155,0.426722,0.614678,0.376841,0.081316,0.026247,0.066155,0.426722,0.614678,-0.865019,0.081246,0.018276,0.150533,0.088917,0.636881,0,0.031739,0.038103,0.06803,0.425408,0.288796,-0.535721,0.040613,0.144381,0.110446,0.410602,0.138135,ethiopia,ea,middle east and africa
cs0001796,0,3/6/2019,support_tier_4,account_type_3,4,customer support,assignment_group_1,technology_level_3_1,0,3,1621,14446,case_origination_source_6,case_origination_user_type_2,weekday,prime_time,no,,0,,245,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,denmark,ep,nordic
cs0001797,0,3/6/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,9481,8974,case_origination_source_2,case_origination_user_type_1,weekday,non_prime_time,no,1801,120198,2357,245,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.981347,0.018373,0.006088,0.009611,0.123837,0.076319,0.981347,0.018373,0.006088,0.009611,0.123837,0.076319,0.981347,0.018373,0.006088,0.009611,0.123837,0.076319,0,0.101639,0.041878,0.074016,0.094435,0.220063,,,,,,,japan,jn,japan
cs0001799,0,3/5/2019,support_tier_1,account_type_2,3,customer support,assignment_group_1,technology_level_3_1,0,3,3,2902,case_origination_source_6,case_origination_user_type_2,weekday,non_prime_time,no,,,,245,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001800,0,3/5/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,24267,12134,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,245,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.957051,0.018572,0.004656,0.007648,0.292762,0.026638,0.957051,0.018572,0.004656,0.007648,0.292762,0.026638,0.992846,0.070993,0.007645,0.020165,0.699393,0.056269,-0.573614,0.066784,0.045679,0.058342,0.227634,0.109652,-0.741633,0.05917,0.018301,0.03417,0.035712,0.619296,united states of america,am,us
cs0001801,0,3/5/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_2,5,12,376,2043,case_origination_source_2,case_origination_user_type_1,weekday,prime_time,no,2605,17053,263,245,,,,-0.521988,0.020741,0.042835,0.063027,0.025744,0.621047,-0.521988,0.020741,0.042835,0.063027,0.025744,0.621047,-0.880057,0.0582,0.130576,0.183719,0.007876,0.797762,0.862953,0.031033,0.810118,0.045962,0.057398,0.182881,-0.618759,0.049711,0.068413,0.101147,0.475123,0.609917,united states of america,am,us
cs0001802,0,3/5/2019,support_tier_2,account_type_1,4,technical,assignment_group_8,technology_level_3_2,0,17,16,693,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,246,,,,0.739427,0.037481,0.040257,0.074873,0.673504,0.57751,0.769997,0.040638,0.04017,0.075214,0.662921,0.577417,0,0.0163,0.037549,0.005229,0.521365,0.00975,0,0.158327,0.016017,0.068702,0.018346,0.443122,-0.48736,0.092251,0.077418,0.069344,0.418756,0.572969,spain,ep,spgi
cs0001803,0,3/5/2019,support_tier_1,account_type_2,4,technical,assignment_group_4,technology_level_3_10,0,9,523,986,case_origination_source_4,case_origination_user_type_1,weekday,prime_time,no,,8063,,246,tribe_level_1_9,tribe_level_2_4,catalog_level_6,0.931714,0.233926,0.120509,0.021675,0.229054,0.006961,0.931714,0.233926,0.120509,0.021675,0.229054,0.006961,0.931714,0.233926,0.120509,0.021675,0.229054,0.006961,0,0.161097,0.065837,0.021261,0.023424,0.572235,-0.821063,0.085923,0.064522,0.046331,0.047688,0.622167,france,ep,france
cs0001804,0,3/5/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,2,11,97,2675,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,,100591,,246,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.30465,0.118662,0.050389,0.100451,0.538203,0.208392,-0.361712,0.112077,0.035882,0.089171,0.091876,0.460821,0.531645,0.094409,0.01738,0.071311,0.060318,0.45911,-0.678455,0.066437,0.020188,0.031782,0.090539,0.107282,,,,,,,norway,ep,nordic
cs0001805,1,3/5/2019,support_tier_1,account_type_2,4,technical,assignment_group_3,technology_level_3_2,0,1,15,15,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,2764,10157,0,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0001806,0,3/5/2019,support_tier_1,account_type_2,4,technical,assignment_group_4,technology_level_3_48,0,3,10542,6359,case_origination_source_2,case_origination_user_type_1,weekday,non_prime_time,no,,20456,,246,tribe_level_1_28,tribe_level_2_6,catalog_level_38,0.761941,0.053472,0.038821,0.060368,0.643883,0.133716,0.758901,0.066639,0.050236,0.064397,0.681849,0.166758,0.662736,0.018168,0.014375,0.017128,0.720184,0.012303,0,0.056776,0.144556,0.11458,0.521226,0.112584,,,,,,,united states of america,am,us
cs0001807,0,3/4/2019,support_tier_1,account_type_2,2,technical,assignment_group_7,technology_level_3_2,1,18,5368,2003,case_origination_source_2,case_origination_user_type_1,weekday,non_prime_time,yes,3762,115499,2226,246,,,,0.355228,0.053892,0.045598,0.053827,0.565165,0.660106,0.355228,0.053892,0.045598,0.053827,0.565165,0.660106,-0.898225,0.051513,0.062161,0.081691,0.038667,0.622229,-0.643008,0.050727,0.122368,0.146365,0.132694,0.658809,-0.794321,0.052374,0.032018,0.03133,0.027325,0.171929,united states of america,am,us
cs0001808,0,3/4/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_2,0,3,0,2,case_origination_source_2,case_origination_user_type_2,weekday,non_prime_time,no,,0,,246,,,,0,0.063502,0.009821,0.010469,0.049817,0.113456,0,0.063502,0.009821,0.010469,0.049817,0.113456,0,0.063502,0.009821,0.010469,0.049817,0.113456,0,0.104372,0.024869,0.024089,0.011733,0.463948,,,,,,,canada,am,canada
cs0001809,1,3/4/2019,support_tier_1,account_type_2,4,technical,assignment_group_4,technology_level_3_10,0,2,259,130,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,247,tribe_level_1_9,tribe_level_2_4,catalog_level_6,-0.326275,0.081968,0.030473,0.059722,0.138929,0.166299,-0.326275,0.081968,0.030473,0.059722,0.138929,0.166299,0,0.054919,0.002865,0.008918,0.048546,0.048574,0,0.155975,0.017043,0.044877,0.041673,0.135102,-0.681588,0.013991,0.048231,0.124912,0.101017,0.715274,india,as,india-south asia
cs0001810,1,3/4/2019,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_25,0,3,446,2140,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,247,tribe_level_1_8,tribe_level_2_2,catalog_level_19,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.041919,0.034905,0.110512,0.06756,0.189856,0.699104,0.160276,0.090022,0.042726,0.018662,0.15128,japan,jn,japan
cs0001812,0,3/4/2019,support_tier_1,account_type_3,4,technical,assignment_group_2,technology_level_3_17,1,4,760,1563,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,2773,,247,tribe_level_1_8,tribe_level_2_2,catalog_level_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japan,jn,japan
