case_number,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_conversation_last3,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_conversation_last,anger_conversation_last,disgust_conversation_last,fear_conversation_last,joy_conversation_last,sadness_conversation_last
cs0002077,,,,,,,,,,,,,,,,,,
cs0001788,,,,,,,,,,,,,,,,,,
cs000861,,,,,,,,,,,,,,,,,,
cs0003187,0.69559,0.734888,0.038344,0.096446,0.433495,0.484589,0.69559,0.734888,0.038344,0.096446,0.433495,0.484589,0.967267,0.191366,0.077683,0.115437,0.109478,0.296473
cs0001451,-0.862395,0.724431,0.062872,0.087086,0.090142,0.140478,-0.862395,0.724431,0.062872,0.087086,0.090142,0.140478,-0.862395,0.724431,0.062872,0.087086,0.090142,0.140478
cs000220,,,,,,,,,,,,,,,,,,
cs000760,,,,,,,,,,,,,,,,,,
cs0003251,,,,,,,,,,,,,,,,,,
cs000964,0.86125,0.009134,0.003784,0.013585,0.11735,0.077502,0.86125,0.009134,0.003784,0.013585,0.11735,0.077502,0.86125,0.009134,0.003784,0.013585,0.11735,0.077502
cs000962,,,,,,,,,,,,,,,,,,
cs0002649,-0.555217,0.090427,0.069815,0.079194,0.512088,0.208718,-0.555217,0.090427,0.069815,0.079194,0.512088,0.208718,0,0.029767,0.05357,0.125534,0.053637,0.442407
cs0002146,,,,,,,,,,,,,,,,,,
cs000279,,,,,,,,,,,,,,,,,,
cs000206,,,,,,,,,,,,,,,,,,
cs000742,,,,,,,,,,,,,,,,,,
cs0002829,0.860011,0.072636,0.040456,0.041235,0.638289,0.086141,0.860011,0.072636,0.040456,0.041235,0.638289,0.086141,0,0.088328,0.061652,0.143565,0.121196,0.161283
cs0002962,,,,,,,,,,,,,,,,,,
cs000655,-0.668664,0.282462,0.029928,0.093253,0.005728,0.327541,-0.668664,0.282462,0.029928,0.093253,0.005728,0.327541,0.794124,0.629871,0.061029,0.136082,0.060241,0.096075
cs0001579,0.683299,0.107974,0.034168,0.078296,0.529823,0.484888,0.69576,0.08571,0.042299,0.066877,0.542534,0.514758,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000557,-0.553903,0.613657,0.067801,0.080269,0.116034,0.218972,0.29686,0.495894,0.064323,0.071085,0.531562,0.590979,0.647064,0.087533,0.116198,0.099457,0.35665,0.323643
cs0001483,0.760856,0.011831,0.071719,0.017115,0.028204,0.039589,0.760856,0.020066,0.048117,0.02118,0.024725,0.070709,0.909662,0.026612,0.009923,0.008235,0.080546,0.024491
cs000326,,,,,,,,,,,,,,,,,,
cs00036,0.616167,0.088683,0.039471,0.09172,0.152378,0.59646,0.616167,0.088683,0.039471,0.09172,0.152378,0.59646,0.911664,0.025088,0.03224,0.022745,0.10888,0.038301
cs0001195,0.765355,0.018808,0.003752,0.004333,0.180984,0.037835,0.765355,0.018808,0.003752,0.004333,0.180984,0.037835,0,0.024901,0.017616,0.018812,0.075536,0.053893
cs000374,,,,,,,,,,,,,,,,,,
cs000691,,,,,,,,,,,,,,,,,,
cs000767,,,,,,,,,,,,,,,,,,
cs0002233,-0.235893,0.047824,0.022274,0.027225,0.069088,0.118916,-0.235893,0.047824,0.022274,0.027225,0.069088,0.118916,-0.478693,0.042439,0.007397,0.008522,0.034477,0.198664
cs0002916,,,,,,,,,,,,,,,,,,
cs000797,,,,,,,,,,,,,,,,,,
cs0002524,0.773591,0.039058,0.024823,0.05654,0.539457,0.053992,0.773591,0.039058,0.024823,0.05654,0.539457,0.053992,0.773591,0.039058,0.024823,0.05654,0.539457,0.053992
cs0001084,,,,,,,,,,,,,,,,,,
cs0002130,,,,,,,,,,,,,,,,,,
cs0001238,0.308013,0.035919,0.094558,0.061965,0.642316,0.431967,0.308013,0.035919,0.094558,0.061965,0.642316,0.431967,0.948684,0.026964,0.028849,0.013796,0.065079,0.004314
cs0001173,,,,,,,,,,,,,,,,,,
cs0002048,,,,,,,,,,,,,,,,,,
cs000947,,,,,,,,,,,,,,,,,,
cs000911,,,,,,,,,,,,,,,,,,
cs0001178,,,,,,,,,,,,,,,,,,
cs0003302,,,,,,,,,,,,,,,,,,
cs0002561,-0.276238,0.063953,0.042001,0.068465,0.100998,0.541065,0.421665,0.063399,0.0467,0.083211,0.117328,0.516826,0,0.038225,0.030153,0.057438,0.063318,0.248934
cs000105,-0.80082,0.148273,0.061683,0.026455,0.010182,0.255264,-0.80082,0.148273,0.061683,0.026455,0.010182,0.255264,-0.80082,0.148273,0.061683,0.026455,0.010182,0.255264
cs0003238,,,,,,,,,,,,,,,,,,
cs0002482,,,,,,,,,,,,,,,,,,
cs000805,,,,,,,,,,,,,,,,,,
cs0001283,0,0.171488,0.022843,0.089788,0.325722,0.146586,0,0.171488,0.022843,0.089788,0.325722,0.146586,0,0.171488,0.022843,0.089788,0.325722,0.146586
cs000310,,,,,,,,,,,,,,,,,,
cs000674,,,,,,,,,,,,,,,,,,
cs000637,-0.43277,0.064509,0.04322,0.053878,0.104619,0.133393,-0.906314,0.072511,0.044684,0.069448,0.107712,0.186412,0,0.149447,0.079112,0.140078,0.020308,0.149599
cs0003033,,,,,,,,,,,,,,,,,,
cs0001111,,,,,,,,,,,,,,,,,,
cs000617,,,,,,,,,,,,,,,,,,
cs0001573,,,,,,,,,,,,,,,,,,
cs000420,0.493241,0.066042,0.029261,0.057888,0.625712,0.56355,0.493241,0.066042,0.029261,0.057888,0.625712,0.56355,0.493241,0.066042,0.029261,0.057888,0.625712,0.56355
cs0003189,,,,,,,,,,,,,,,,,,
cs0002075,,,,,,,,,,,,,,,,,,
cs0002737,,,,,,,,,,,,,,,,,,
cs000153,,,,,,,,,,,,,,,,,,
cs000786,-0.451016,0.126451,0.062865,0.097757,0.176801,0.514726,-0.387936,0.151251,0.064071,0.115272,0.15616,0.546373,0.992224,0.075568,0.017736,0.017418,0.358636,0.040445
cs0003104,,,,,,,,,,,,,,,,,,
cs0003363,,,,,,,,,,,,,,,,,,
cs0001818,,,,,,,,,,,,,,,,,,
cs0003128,0.500253,0.096347,0.02956,0.071615,0.622623,0.497041,0.500253,0.096347,0.02956,0.071615,0.622623,0.497041,0.805939,0.146426,0.009829,0.081054,0.421273,0.156678
cs0003011,0,0.070134,0.099524,0.17337,0.126357,0.464714,0,0.070134,0.099524,0.17337,0.126357,0.464714,0,0.070134,0.099524,0.17337,0.126357,0.464714
cs0003175,-0.514174,0.720466,0.036325,0.059879,0.082765,0.527861,-0.514174,0.720466,0.036325,0.059879,0.082765,0.527861,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000661,,,,,,,,,,,,,,,,,,
cs0001975,,,,,,,,,,,,,,,,,,
cs0002201,,,,,,,,,,,,,,,,,,
cs0002217,-0.780137,0.183428,0.008866,0.023379,0.015861,0.428311,-0.801059,0.135036,0.017839,0.024102,0.02352,0.225997,0,0.024901,0.017616,0.018812,0.075536,0.053893
cs0002814,,,,,,,,,,,,,,,,,,
cs0001666,,,,,,,,,,,,,,,,,,
cs0001071,,,,,,,,,,,,,,,,,,
cs0003318,,,,,,,,,,,,,,,,,,
cs0002858,0.346209,0.062702,0.029466,0.069743,0.655284,0.17372,-0.403661,0.050179,0.005005,0.092091,0.202425,0.345791,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0002800,,,,,,,,,,,,,,,,,,
cs0001830,,,,,,,,,,,,,,,,,,
cs0002271,,,,,,,,,,,,,,,,,,
cs000177,-0.79115,0.127244,0.036162,0.243188,0.037435,0.699994,-0.79115,0.127244,0.036162,0.243188,0.037435,0.699994,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0002636,,,,,,,,,,,,,,,,,,
cs0002885,,,,,,,,,,,,,,,,,,
cs0003157,,,,,,,,,,,,,,,,,,
cs0001889,0.345342,0.102976,0.027583,0.122489,0.689043,0.579808,0.345342,0.102976,0.027583,0.122489,0.689043,0.579808,0.966544,0.135166,0.009362,0.022791,0.3606,0.490918
cs0002984,,,,,,,,,,,,,,,,,,
cs0002031,0.997254,0.054906,0.00613,0.028807,0.345607,0.085318,0.997254,0.054906,0.00613,0.028807,0.345607,0.085318,0.997254,0.054906,0.00613,0.028807,0.345607,0.085318
cs0002285,,,,,,,,,,,,,,,,,,
cs0002709,,,,,,,,,,,,,,,,,,
cs0001894,0.300759,0.057992,0.003185,0.016829,0.034823,0.103429,0.533061,0.077136,0.003577,0.013638,0.041905,0.06929,0,0.024901,0.017616,0.018812,0.075536,0.053893
cs0002732,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000271,,,,,,,,,,,,,,,,,,
cs0001002,,,,,,,,,,,,,,,,,,
cs0001486,,,,,,,,,,,,,,,,,,
cs0002464,,,,,,,,,,,,,,,,,,
cs000193,,,,,,,,,,,,,,,,,,
cs0002706,0,0.207767,0.115805,0.115667,0.032253,0.293612,0,0.207767,0.115805,0.115667,0.032253,0.293612,0,0.100805,0.078053,0.083627,0.076486,0.488778
cs0003343,,,,,,,,,,,,,,,,,,
cs0003047,,,,,,,,,,,,,,,,,,
cs0001955,0.678191,0.099702,0.038112,0.081322,0.519083,0.159719,0.804667,0.135671,0.045055,0.085605,0.547873,0.207779,0.776239,0.126196,0.057155,0.057961,0.585625,0.191906
cs0001538,,,,,,,,,,,,,,,,,,
cs0002601,,,,,,,,,,,,,,,,,,
cs0001000,0.298941,0.131682,0.023991,0.04745,0.575954,0.476809,0.298941,0.131682,0.023991,0.04745,0.575954,0.476809,-0.507795,0.232822,0.015783,0.072838,0.068185,0.449379
cs0002397,,,,,,,,,,,,,,,,,,
cs0002748,-0.309226,0.014232,0.055278,0.054266,0.230059,0.22709,-0.309226,0.014232,0.055278,0.054266,0.230059,0.22709,-0.309226,0.014232,0.055278,0.054266,0.230059,0.22709
cs0001810,,,,,,,,,,,,,,,,,,
cs000256,,,,,,,,,,,,,,,,,,
cs00064,,,,,,,,,,,,,,,,,,
cs0001347,,,,,,,,,,,,,,,,,,
cs0002012,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0002421,,,,,,,,,,,,,,,,,,
cs000791,,,,,,,,,,,,,,,,,,
cs0001962,0.514457,0.345044,0.305664,0.244285,0.082859,0.351468,0.514457,0.345044,0.305664,0.244285,0.082859,0.351468,0.991554,0.026341,0.01467,0.015939,0.570872,0.015592
cs0002195,0.903958,0.022224,0.008359,0.005751,0.338739,0.011569,0.903958,0.022224,0.008359,0.005751,0.338739,0.011569,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs00069,-0.37574,0.032688,0.004239,0.013226,0.037035,0.043483,-0.37574,0.032688,0.004239,0.013226,0.037035,0.043483,-0.37574,0.032688,0.004239,0.013226,0.037035,0.043483
cs0002617,,,,,,,,,,,,,,,,,,
cs0002502,0.426853,0.060345,0.033665,0.080511,0.127644,0.49863,0.562565,0.002658,0.000221,0.007174,0.033559,0.027666,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001904,0,0.1007,0.037837,0.005817,0.0636,0.40988,0,0.1007,0.037837,0.005817,0.0636,0.40988,0,0.1007,0.037837,0.005817,0.0636,0.40988
cs000968,,,,,,,,,,,,,,,,,,
cs0002001,,,,,,,,,,,,,,,,,,
cs0002513,0.642991,0.0364,0.022381,0.046768,0.646831,0.491362,0.454288,0.040578,0.022772,0.054896,0.64507,0.589677,0.689255,0.02875,0.014579,0.01077,0.131243,0.147001
cs000621,,,,,,,,,,,,,,,,,,
cs000134,,,,,,,,,,,,,,,,,,
cs00019,,,,,,,,,,,,,,,,,,
cs0001402,,,,,,,,,,,,,,,,,,
cs000687,-0.398179,0.049567,0.031148,0.112155,0.468093,0.155273,0.263241,0.000543,5.00E-06,0.003392,0.040074,0.012707,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001746,0.770013,0.081085,0.057916,0.081162,0.458968,0.491928,0.849867,0.028794,0.013642,0.016956,0.225212,0.032014,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002782,,,,,,,,,,,,,,,,,,
cs0001855,-0.707428,0.099229,0.025688,0.092839,0.212716,0.477582,-0.754659,0.158389,0.009284,0.097065,0.173823,0.47417,0,0.056435,0.01126,0.03043,0.061248,0.059486
cs0001759,,,,,,,,,,,,,,,,,,
cs0001059,0.44405,0.721164,0.075045,0.042429,0.661146,0.553239,0.44405,0.721164,0.075045,0.042429,0.661146,0.553239,0.44405,0.721164,0.075045,0.042429,0.661146,0.553239
cs0001543,,,,,,,,,,,,,,,,,,
cs0001856,,,,,,,,,,,,,,,,,,
cs0002652,,,,,,,,,,,,,,,,,,
cs000351,,,,,,,,,,,,,,,,,,
cs0001691,0.68731,0.064851,0.019324,0.04116,0.616985,0.109136,0.68731,0.064851,0.019324,0.04116,0.616985,0.109136,0.680099,0.070408,0.024748,0.049037,0.615616,0.167585
cs0002738,0.857129,0.028283,0.030843,0.043748,0.688649,0.101889,0.857129,0.028283,0.030843,0.043748,0.688649,0.101889,0,0.010115,0.008529,0.003411,0.751563,0.031934
cs0003331,,,,,,,,,,,,,,,,,,
cs000857,,,,,,,,,,,,,,,,,,
cs0002859,0.421895,0.714093,0.024382,0.053981,0.542312,0.093758,0.421895,0.714093,0.024382,0.053981,0.542312,0.093758,0.715251,0.104572,0.011079,0.106546,0.07376,0.134136
cs0001217,-0.307673,0.586319,0.083551,0.10693,0.555666,0.166203,0.824689,0.058028,0.038742,0.053615,0.62003,0.125824,0.749733,0.008223,0.008895,0.008327,0.584176,0.020351
cs000366,,,,,,,,,,,,,,,,,,
cs000653,-0.799326,0.7276,0.060722,0.094334,0.09438,0.166231,-0.799326,0.7276,0.060722,0.094334,0.09438,0.166231,-0.799326,0.7276,0.060722,0.094334,0.09438,0.166231
cs000713,,,,,,,,,,,,,,,,,,
cs0002861,,,,,,,,,,,,,,,,,,
cs0002162,0.5915,0.091403,0.041886,0.031162,0.573798,0.105975,0.783144,0.048798,0.071074,0.037498,0.033712,0.107949,0,0.130179,0.162006,0.088678,0.017635,0.199433
cs000487,,,,,,,,,,,,,,,,,,
cs0002535,0.899715,0.055192,0.056665,0.064627,0.197044,0.13944,0.899715,0.055192,0.056665,0.064627,0.197044,0.13944,0,0.035671,0.024206,0.087664,0.442748,0.183632
cs000840,,,,,,,,,,,,,,,,,,
cs0001639,,,,,,,,,,,,,,,,,,
cs000542,,,,,,,,,,,,,,,,,,
cs0002747,0.883129,0.042401,0.006422,0.013215,0.638081,0.100677,0.883129,0.042401,0.006422,0.013215,0.638081,0.100677,0,0.021568,0.043624,0.069477,0.080373,0.12784
cs000151,,,,,,,,,,,,,,,,,,
cs000972,0,0.050212,0.017992,0.065256,0.233429,0.022335,0,0.050212,0.017992,0.065256,0.233429,0.022335,0,0.050212,0.017992,0.065256,0.233429,0.022335
cs0001286,,,,,,,,,,,,,,,,,,
cs0002384,0.974186,0.006656,0.010912,0.000524,0.171647,0.001957,0.974186,0.006656,0.010912,0.000524,0.171647,0.001957,0.974186,0.006656,0.010912,0.000524,0.171647,0.001957
cs0003253,0.975425,0.076886,0.012253,0.049698,0.726315,0.09837,0.975425,0.076886,0.012253,0.049698,0.726315,0.09837,0.975425,0.076886,0.012253,0.049698,0.726315,0.09837
cs000779,,,,,,,,,,,,,,,,,,
cs0002029,,,,,,,,,,,,,,,,,,
cs000763,0.477765,0.091379,0.003798,0.061525,0.238792,0.150358,0.477765,0.091379,0.003798,0.061525,0.238792,0.150358,0.477765,0.091379,0.003798,0.061525,0.238792,0.150358
cs0002147,0.853816,0.01244,0.001518,0.003482,0.367508,0.002099,0.853816,0.01244,0.001518,0.003482,0.367508,0.002099,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002363,,,,,,,,,,,,,,,,,,
cs0002698,0.510312,0.724607,0.063787,0.102456,0.101444,0.169781,0.510312,0.724607,0.063787,0.102456,0.101444,0.169781,0.510312,0.724607,0.063787,0.102456,0.101444,0.169781
cs00041,0.618612,0.074473,0.054101,0.05638,0.620075,0.565893,0.743431,0.090116,0.044976,0.072282,0.687532,0.53438,0,0.035671,0.024206,0.087664,0.442748,0.183632
cs000571,,,,,,,,,,,,,,,,,,
cs000790,,,,,,,,,,,,,,,,,,
cs0001825,,,,,,,,,,,,,,,,,,
cs0001672,0.470082,0.094634,0.04241,0.089071,0.135102,0.449789,0.69094,0.088501,0.022632,0.57197,0.525523,0.075467,0.898758,0.26523,0.026696,0.016803,0.097952,0.025128
cs0001363,,,,,,,,,,,,,,,,,,
cs0001556,0.97592,0.04512,0.044145,0.013327,0.304656,0.08352,0.97592,0.04512,0.044145,0.013327,0.304656,0.08352,0.97592,0.04512,0.044145,0.013327,0.304656,0.08352
cs000185,,,,,,,,,,,,,,,,,,
cs0001785,0.37593,0.078918,0.049322,0.068231,0.523704,0.477961,0.37593,0.078918,0.049322,0.068231,0.523704,0.477961,-0.300351,0.042662,0.030118,0.035659,0.452806,0.516767
cs0002108,,,,,,,,,,,,,,,,,,
cs0001596,-0.754608,0.160345,0.030881,0.156455,0.011453,0.732351,-0.754608,0.160345,0.030881,0.156455,0.011453,0.732351,0,0.139468,0.047781,0.090325,0.019393,0.547901
cs0001221,,,,,,,,,,,,,,,,,,
cs0001278,0.634391,0.043974,0.052699,0.052456,0.635838,0.497933,-0.377843,0.062712,0.041793,0.05745,0.65889,0.13699,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs000449,-0.740578,0.178126,0.024344,0.05474,0.680553,0.180623,0.480053,0.587173,0.046372,0.103332,0.659842,0.151491,0.874219,0.6734,0.053238,0.023038,0.192261,0.101185
cs0002571,,,,,,,,,,,,,,,,,,
cs0003257,,,,,,,,,,,,,,,,,,
cs000723,,,,,,,,,,,,,,,,,,
cs0002915,-0.404441,0.20029,0.026558,0.053383,0.027283,0.040426,-0.404441,0.20029,0.026558,0.053383,0.027283,0.040426,0.723764,0.151411,0.016487,0.025533,0.068576,0.025774
cs000879,,,,,,,,,,,,,,,,,,
cs0002577,0.415929,0.617366,0.037964,0.054479,0.654825,0.437531,0.415929,0.617366,0.037964,0.054479,0.654825,0.437531,0.914643,0.285038,0.019289,0.02645,0.204368,0.017564
cs000593,-0.499419,0.454057,0.18873,0.064941,0.133539,0.139951,-0.499419,0.454057,0.18873,0.064941,0.133539,0.139951,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000485,0.657263,0.101623,0.03998,0.063422,0.548064,0.199123,0.657263,0.101623,0.03998,0.063422,0.548064,0.199123,0.97274,0.018684,0.003944,0.0074,0.554776,0.02554
cs000344,,,,,,,,,,,,,,,,,,
cs000107,,,,,,,,,,,,,,,,,,
cs0001325,,,,,,,,,,,,,,,,,,
cs000395,,,,,,,,,,,,,,,,,,
cs0001357,,,,,,,,,,,,,,,,,,
cs0002469,,,,,,,,,,,,,,,,,,
cs000958,,,,,,,,,,,,,,,,,,
cs0001139,,,,,,,,,,,,,,,,,,
cs0002488,,,,,,,,,,,,,,,,,,
cs0001373,,,,,,,,,,,,,,,,,,
cs0002592,-0.483086,0.738688,0.054979,0.097393,0.478167,0.58008,-0.36415,0.126822,0.048269,0.078591,0.489989,0.573803,-0.430621,0.080805,0.023141,0.034186,0.056722,0.154511
cs0001008,,,,,,,,,,,,,,,,,,
cs0002028,0.960256,0.037142,0.02571,0.022253,0.190227,0.071463,0.960256,0.037142,0.02571,0.022253,0.190227,0.071463,0.960256,0.037142,0.02571,0.022253,0.190227,0.071463
cs0002620,-0.508304,0.619219,0.07917,0.063051,0.413048,0.481026,-0.8595,0.635797,0.055739,0.073349,0.0038,0.067339,-0.656359,0.875407,0.062472,0.080593,0.034747,0.100755
cs0001274,,,,,,,,,,,,,,,,,,
cs000240,,,,,,,,,,,,,,,,,,
cs000157,,,,,,,,,,,,,,,,,,
cs0001037,0.931468,0.646275,0.042152,0.028203,0.602978,0.054639,0.931468,0.646275,0.042152,0.028203,0.602978,0.054639,0.995875,0.131403,0.013444,0.004788,0.200356,0.014729
cs000910,,,,,,,,,,,,,,,,,,
cs0001887,,,,,,,,,,,,,,,,,,
cs000384,,,,,,,,,,,,,,,,,,
cs000214,-0.776989,0.405022,0.467101,0.091894,0.662377,0.506452,-0.793793,0.412255,0.47458,0.099853,0.137698,0.522365,-0.921672,0.428252,0.498826,0.113425,0.07426,0.599336
cs0002186,0.495425,0.718642,0.03836,0.046509,0.577114,0.155899,0.86683,0.712949,0.019513,0.021716,0.613831,0.039766,0.761813,0.127856,0.028082,0.018441,0.360783,0.023593
cs000882,,,,,,,,,,,,,,,,,,
cs0002533,0,0.067073,0.032591,0.008643,0.052789,0.188392,0,0.067073,0.032591,0.008643,0.052789,0.188392,0,0.050637,0.056847,0.04581,0.109658,0.16556
cs0001095,,,,,,,,,,,,,,,,,,
cs000930,-0.309883,0.084178,0.034779,0.061964,0.14414,0.15733,-0.309883,0.084178,0.034779,0.061964,0.14414,0.15733,-0.41273,0.106704,0.026046,0.083892,0.133088,0.255965
cs0003301,0.926325,0.714234,0.022583,0.052314,0.15503,0.07903,0.925318,0.008805,0.001437,0.003466,0.218142,0.007901,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001699,0.515231,0.06533,0.039703,0.049185,0.582328,0.150627,0.676531,0.046778,0.034914,0.042473,0.593415,0.079612,0,0.154554,0.103971,0.11059,0.016125,0.218964
cs000737,,,,,,,,,,,,,,,,,,
cs0001135,,,,,,,,,,,,,,,,,,
cs000816,,,,,,,,,,,,,,,,,,
cs000221,,,,,,,,,,,,,,,,,,
cs0002714,,,,,,,,,,,,,,,,,,
cs000788,,,,,,,,,,,,,,,,,,
cs0002452,0.405642,0.046847,0.040005,0.076795,0.119789,0.573301,0.860107,0.004091,0.014477,0.001787,0.039924,0.015403,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000287,,,,,,,,,,,,,,,,,,
cs000522,0,0.114023,0.058018,0.033833,0.054841,0.112375,0,0.108376,0.076894,0.04793,0.051274,0.117308,0,0.031413,0.02701,0.005539,0.075102,0.021044
cs000281,,,,,,,,,,,,,,,,,,
cs0002366,0.256557,0.066787,0.056377,0.053668,0.090858,0.621535,-0.365117,0.063385,0.040467,0.057296,0.086611,0.623854,-0.972135,0.210853,0.065239,0.203998,0.016204,0.694922
cs0001687,,,,,,,,,,,,,,,,,,
cs000949,,,,,,,,,,,,,,,,,,
cs000789,0.990525,0.016427,0.013095,0.043299,0.065137,0.164702,0.990525,0.016427,0.013095,0.043299,0.065137,0.164702,0.990525,0.016427,0.013095,0.043299,0.065137,0.164702
cs0002280,,,,,,,,,,,,,,,,,,
cs000300,,,,,,,,,,,,,,,,,,
cs0003285,,,,,,,,,,,,,,,,,,
cs000628,,,,,,,,,,,,,,,,,,
cs000716,-0.611211,0.054539,0.037297,0.041736,0.149024,0.261641,-0.611211,0.054539,0.037297,0.041736,0.149024,0.261641,-0.975757,0.059411,0.109562,0.15449,0.136564,0.368137
cs0002411,-0.270404,0.066051,0.058463,0.071126,0.563999,0.577146,0.481556,0.043534,0.045473,0.050299,0.574625,0.553641,0.505346,0.039043,0.032299,0.031053,0.574208,0.53863
cs000877,,,,,,,,,,,,,,,,,,
cs0002688,0.887907,,,,,,0.887907,,,,,,0.887907,,,,,
cs0001324,,,,,,,,,,,,,,,,,,
cs0002811,,,,,,,,,,,,,,,,,,
cs0002708,-0.64695,0.105945,0.015813,0.264662,0.014648,0.426093,-0.64695,0.105945,0.015813,0.264662,0.014648,0.426093,0.485033,0.05594,0.044574,0.09022,0.438962,0.041781
cs0001081,0.433503,0.070306,0.019343,0.046138,0.673444,0.675627,0.433503,0.070306,0.019343,0.046138,0.673444,0.675627,0.982932,0.085453,0.009295,0.005065,0.092919,0.048854
cs0001088,-0.53235,0.067672,0.052624,0.078227,0.119591,0.637791,-0.621759,0.080507,0.036417,0.109888,0.169975,0.652056,-0.43328,0.089705,0.02145,0.063344,0.024413,0.842963
cs00034,0.417327,0.726921,0.058639,0.093492,0.09621,0.167244,0.417327,0.726921,0.058639,0.093492,0.09621,0.167244,0.417327,0.726921,0.058639,0.093492,0.09621,0.167244
cs0001245,,,,,,,,,,,,,,,,,,
cs0002325,0.899637,0.073299,0.018956,0.063911,0.22142,0.531768,0.899637,0.073299,0.018956,0.063911,0.22142,0.531768,0,0.035671,0.024206,0.087664,0.442748,0.183632
cs0003067,0.583358,0.067471,0.042274,0.034775,0.592967,0.479863,0.583358,0.067471,0.042274,0.034775,0.592967,0.479863,0.969069,0.036471,0.021711,0.009587,0.366178,0.037496
cs0001383,,,,,,,,,,,,,,,,,,
cs000126,,,,,,,,,,,,,,,,,,
cs0003233,,,,,,,,,,,,,,,,,,
cs0002718,,,,,,,,,,,,,,,,,,
cs000320,,,,,,,,,,,,,,,,,,
cs000491,,,,,,,,,,,,,,,,,,
cs0002118,,,,,,,,,,,,,,,,,,
cs0001318,,,,,,,,,,,,,,,,,,
cs0001448,-0.645434,0.003292,0.006471,0.036467,0.030573,0.214879,-0.645434,0.003292,0.006471,0.036467,0.030573,0.214879,0,0.028386,0.117817,0.107317,0.075937,0.208691
cs000602,-0.834126,0.110811,0.06421,0.093664,0.070022,0.51175,-0.830992,0.09693,0.03353,0.09895,0.069714,0.539691,-0.735999,0.151129,0.023511,0.333897,0.016123,0.60515
cs0002610,,,,,,,,,,,,,,,,,,
cs0002953,,,,,,,,,,,,,,,,,,
cs000501,,,,,,,,,,,,,,,,,,
cs000912,,,,,,,,,,,,,,,,,,
cs0001845,,,,,,,,,,,,,,,,,,
cs0002129,,,,,,,,,,,,,,,,,,
cs0002435,-0.643437,0.04309,0.019491,0.44314,0.483861,0.552882,-0.643437,0.04309,0.019491,0.44314,0.483861,0.552882,-0.567056,0.000947,2.00E-06,0.002714,0.024872,0.089366
cs0002722,-0.723542,0.02954,0.00121,0.034259,0.107647,0.164263,-0.723542,0.02954,0.00121,0.034259,0.107647,0.164263,0,0.067663,0.003035,0.066437,0.17451,0.310943
cs000489,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000304,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002238,0.822228,0.04828,0.034891,0.020369,0.210662,0.141707,0.822228,0.04828,0.034891,0.020369,0.210662,0.141707,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0003371,0,0.116709,0.071738,0.13746,0.103869,0.464037,0,0.116709,0.071738,0.13746,0.103869,0.464037,0,0.116709,0.071738,0.13746,0.103869,0.464037
cs0003168,-0.613327,0.502585,0.026014,0.045766,0.067947,0.536946,-0.613327,0.502585,0.026014,0.045766,0.067947,0.536946,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003196,,,,,,,,,,,,,,,,,,
cs0002456,,,,,,,,,,,,,,,,,,
cs0002734,-0.504254,0.545779,0.064088,0.083837,0.136144,0.604207,-0.324526,0.412223,0.024243,0.004017,0.025399,0.102893,0,0.591662,0.196109,0.078601,0.016906,0.151588
cs0003160,0.501573,0.087481,0.048269,0.083712,0.522158,0.5369,0.826749,0.037058,0.023039,0.061371,0.583687,0.170069,0.936224,0.01485,0.008466,0.039308,0.713745,0.147919
cs0003114,0.300952,0.104305,0.05125,0.071792,0.153309,0.541112,0.73717,0.181088,0.103759,0.076912,0.496956,0.268476,0.963848,0.007063,0.021223,0.050755,0.381078,0.036328
